key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq158|11|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq159|9|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq160|2062|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq161|12|CD|36|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq162|13|CD|31|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq163|11|CD|28|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq164|AALIYAH|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq165|IRAHETA|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq166|2|CD|25|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq167|Went|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq168|RLE|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq169|Oct|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq170|Nov|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq171|2111|CD|1|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq172|Oct|NNP|2|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq173|8|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt']|['POS MATCHER']
uniq174|2111|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq175|Nov|NNP|1|['filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq176|1|CD|1|['filters/regex/dates/month_name_dd_transformed.txt']|['POS MATCHER']
uniq177|spring|NN|2|['filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/season_of_yyyy_transformed.txt', 'filters/regex/dates/season_of_yy_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq178|2110|CD|1|['filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/season_of_yyyy_transformed.txt']|['POS MATCHER']
uniq179|GHIC|NNP|1|['filters/regex/organizations/admitted_to_hospital_7chars.txt']|[]
uniq180|HA|NNP|4|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq181|Hyperchol|NNP|1|[]|[]
uniq182|129|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq183|80|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq184|Galiverdin|NNP|1|[]|[]
uniq185|Conversationally|NNP|1|[]|[]
uniq186|XI|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq187|SCMs|NNP|1|[]|[]
uniq188|5|CD|14|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq189|ElF|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq190|ElE|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq191|WrE|NNP|1|[]|[]
uniq192|FE|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq193|IO|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq194|KnE|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq195|KnF|NNP|1|[]|[]
uniq196|Dors|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq197|colder|NN|1|[]|[]
uniq198|Bra|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq199|Hoff|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq200|Pat|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq201|Down|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq202|R|NNP|3|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq203|Romberg|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq204|136|CD|2|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq205|135|CD|7|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq206|145|CD|7|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq207|10|CD|6|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq208|31|CD|5|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq209|100|CD|9|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq210|108|CD|7|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq211|11|CD|3|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq212|09|CD|2|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq213|03|CD|2|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq214|07|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq215|Chol|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq216|05|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq217|08|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq218|08|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq219|01|CD|2|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/yy_mm_dd_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq220|210|CD|2|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq221|150|CD|11|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq222|350|CD|6|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq223|CCA|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq224|ACA|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq225|LUE|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq226|Will|NNP|42|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq227|PT20210|NNP|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt']|[]
uniq228|Factor|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq229|V|NNP|2|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq230|Leiden|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq231|BCx2|NNP|1|['filters/regex/mrn_id/mixed004.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq232|LAE|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq233|Anna|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq234|V|NNP|3|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq235|Wendy|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/name_patterns.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq236|Bird|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/name_patterns.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context4.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq237|48600|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq238|Vern|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq239|Snow|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq240|MERCY|NNP|3|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq241|CARE|NNP|3|['filters/regex/addresses/hospital2.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/hospital_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq242|Mercy|NNP|2|['filters/regex/addresses/hospital1.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq243|Internal|NNP|3|['filters/regex/addresses/hospital1.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/hospital_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq244|8|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq245|Newburgh|NNP|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/regex/addresses/city_transformed.txt']|[]
uniq246|Street|NNP|4|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/regex/addresses/city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq247|Terrell|NNP|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq248|AR|NNP|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq249|72985|CD|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq250|Russell|NNP|4|['filters/regex/salutations/patient_mrn.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq251|Donna|NNP|4|['filters/regex/salutations/patient_mrn.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq252|10418061|CD|5|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq253|05|CD|48|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq254|12|CD|14|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq255|79|CD|3|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq256|Russell|NNP|4|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq257|Rhode|NNP|1|['filters/regex/addresses/in_city_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq258|Island|NNP|1|['filters/regex/addresses/in_city_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq259|Russell|NNP|1|['filters/regex/salutations/email_header.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq260|Donna|NNP|1|['filters/regex/salutations/email_header.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq261|May|NNP|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq262|2079|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq263|Quinn|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
